SMILES,y_true,y_pred
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,-3.81,-4.076
Cc1c(cccc1N(=O)=O)N(=O)=O,-3.0,-2.553
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.42,-4.17
CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,-4.411,-3.663
ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,-5.4,-4.365
c1(Br)c(Br)cc(Br)cc1,-4.5,-5.144
OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,-3.952,-3.517
O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-2.356,-2.415
c1(O)c(C)ccc(C(C)C)c1,-2.08,-3.224
C1SC(=S)NC1(=O),-1.77,-0.396
Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,-3.083,-2.731
ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,-5.259,-5.112
CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.86,-3.862
C1CCCCC1,-3.1,-2.477
ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,-7.278,-7.848
CN(C)C=Nc1ccc(Cl)cc1C,-2.86,-3.164
CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,-5.24,-3.927
CCCCCCCCO,-2.39,-2.105
CCSCC,-1.34,-1.598
ClCCCl,-1.06,-1.374
CCC(C)(C)Cl,-2.51,-2.278
ClCCBr,-1.32,-1.738
Nc1ccc(cc1)N(=O)=O,-2.37,-1.936
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-0.244,1.071
CCN2c1ncccc1N(CC)C(=O)c3cccnc23 ,-2.86,-3.125
Clc1ccccc1,-2.38,-2.975
CCCCCCCC=C,-5.05,-3.427
Brc1ccc(I)cc1,-4.56,-4.754
CCC(C)(O)CC,-0.36,-1.308
CCCCCc1ccccc1,-4.64,-3.899
NC(=O)NC1NC(=O)NC1=O ,-1.6,0.652
OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,-4.571,-5.052
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2,-6.008
CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.184,-4.449
Clc1cccc2ccccc12,-3.93,-4.063
CCN2c1ccccc1N(C)C(=O)c3ccccc23 ,-4.749,-4.007
CCCCC(C)O,-0.89,-1.324
CCCC1CCCC1,-4.74,-3.16
CCOC(=O)c1cncn1C(C)c2ccccc2,-4.735,-3.359
Oc1ccc(Cl)c(Cl)c1,-1.25,-3.352
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.017,-6.775
c2ccc1ocnc1c2,-1.16,-2.214
CCCCCO,-0.6,-1.042
CCN(CC)c1ccccc1,-3.03,-3.16
Fc1cccc(F)c1,-2.0,-2.636
ClCCC#N ,-0.29,-0.522
CC(C)(C)Cc1ccccc1,-4.15,-3.867
O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,-2.322,-2.272
Clc1ccccc1I,-3.54,-4.384
c2ccc1[nH]nnc1c2,-0.78,-2.21
CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2.8,-3.05
Cc1cccc(C)c1O,-1.29,-2.589
CC(C)C(C)O,-0.18,-0.954
c1ccccc1C(O)c2ccccc2,-2.55,-3.033
CCCCCCCCCC(=O)OC,-4.69,-3.316
COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,-4.31,-4.188
CC(C)CBr,-2.43,-2.288
CCI,-1.6,-2.066
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-1.95,-2.34
CCCCCCBr,-3.81,-3.012
CCCC(C)C,-3.74,-2.6
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.321,-6.339
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,-2.73,-3.431
ON=Cc1ccc(o1)N(=O)=O ,-2.19,-1.843
CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.003,-8.057
Nc1nc[nH]n1,0.522,-0.674
BrC(Br)Br,-1.91,-2.904
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.22,-1.866
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,-5.233,-5.024
OCc1ccccc1,-0.4,-1.699
O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2 ,-2.84,-5.194
Oc1ccc(Br)cc1,-1.09,-3.132
CC(C)Br,-1.59,-1.949
CC(C)CC(C)(C)C,-4.74,-3.276
O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,-2.89,-2.324
CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,-3.796,-3.557
CCC,-1.94,-1.553
Nc1cc(nc(N)n1=O)N2CCCCC2 ,-1.989,-1.809
Nc2cccc3nc1ccccc1cc23 ,-4.22,-3.542
c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,-8.49,-6.007
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-5.666,-6.268
C1Cc2cccc3cccc1c23,-4.63,-3.792
CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,-6.34,-5.026
Brc1ccc(Br)cc1,-4.07,-4.298
Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,-2.82,-3.601
Oc1ccc(cc1)c2ccccc2,-3.48,-3.701
CC1=C(CCCO1)C(=O)Nc2ccccc2 ,-2.56,-2.83
CCOC=C,-0.85,-0.857
CCC#C,-1.24,-1.092
COc1ncnc2nccnc12 ,-1.11,-1.589
CCCCC(C)(O)CC,-1.6,-2.017
Clc1ccc(Cl)cc1,-3.27,-3.558
O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.47,-2.723
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981,-1.57
Cc1c[nH]c2ccccc12 ,-2.42,-2.981
COc2ncc1nccnc1n2,-1.11,-1.589
CNC(=O)Oc1ccccc1C2OCCO2,-1.57,-1.614
C1N(C(=O)NCC(C)C)C(=O)NC1,-2.15,-1.508
CC#N,0.26,0.152
CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,-4.7,-4.662
CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C ,-3.59,-2.024
ClCC(Cl)(Cl)Cl,-2.18,-2.794
CCCCO,0.0,-0.688
CC1CCCCC1NC(=O)Nc2ccccc2,-4.11,-3.779
Clc1cc(Cl)cc(Cl)c1,-4.48,-4.159
O=Cc1ccco1,-0.1,-1.391
CC(C)CCO,-0.51,-1.027
O=Cc2ccc1OCOc1c2 ,-1.63,-2.033
CC(=C)C,-2.33,-1.573
O=Cc1ccccc1,-1.19,-1.999
CC(=C)C(=C)C,-2.4,-2.052
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,-4.71,-5.133
O2c1ccccc1N(C)C(=O)c3cccnc23 ,-3.672,-2.771
C1c2ccccc2c3ccccc13,-5.0,-4.125
CC1CCCCC1,-3.85,-2.891
NC(=N)NS(=O)(=O)c1ccc(N)cc1 ,-1.99,-0.706
COC(=O)c1ccc(O)cc1,-1.827,-2.441
CC1CCCO1,0.11,-1.034
CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,-3.09,-2.43
OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,-0.85,-0.975
CCCI,-2.29,-2.486
CCNc1nc(NC(C)C)nc(SC)n1,-3.04,-3.43
CCCO,0.62,-0.334
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.817,-3.876
CCCC(C)O,-0.29,-0.97
OC(C(=O)c1ccccc1)c2ccccc2,-2.85,-3.148
Cc1ccc(O)c(C)c1,-1.19,-2.621
Clc1cccc(c1)N(=O)=O,-2.77,-2.901
Cc2c(N)c(=O)n(c1ccccc1)n2C,-0.624,-1.192
Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl ,-6.57,-6.23
ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,-4.92,-4.546
CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.0,-3.75
CCC(C)CCO,-0.71,-1.308
Cc2ncc1nccnc1n2,-0.12,-1.24
CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,-5.507,-4.557
CCCCI,-2.96,-2.841
Brc1ccc2ccccc2c1,-4.4,-4.434
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-4.081,-5.312
FC(F)(F)c1ccccc1,-2.51,-3.099
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144,-5.758
c1ccc2c(c1)sc3ccccc23,-4.38,-4.597
Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,-7.8,-6.709
Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ,-8.01,-7.192
CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,-3.893,-3.913
c1ccccc1C(O)C(O)c2ccccc2,-1.93,-2.645
COC(=O)c1ccccc1C(=O)OC,-1.66,-2.347
CCCCCCCC(=O)OCC,-3.39,-2.962
CCSSCC,-2.42,-2.364
CCOCCOCC,-0.77,-0.833
Clc1cc(Cl)c(Cl)cc1Cl,-5.56,-4.621
Nc1ccc(cc1)c2ccc(N)cc2,-2.7,-2.613
CCCCCC=C,-3.73,-2.718
CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028,-2.732
O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,-2.39,-2.312
Nc1ccccc1Cl,-1.52,-2.392
COc1cccc(Cl)c1,-2.78,-3.057
CCCCN(CC)C(=O)SCCC,-3.53,-3.131
CCCCOC=O,-1.37,-1.111
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,-3.18,-2.974
BrC(Cl)Cl,-1.54,-2.176
CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,-3.48,-2.99
c1ccc(cc1)c2ccc(cc2)c3ccccc3,-7.11,-5.741
Oc1ccc(C=O)cc1,-0.96,-2.003
CBr,-0.79,-1.109
Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,-3.8,-4.945
CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,-5.839,-4.554
CCc1ccc2ccccc2c1,-4.29,-4.1
Nc1c(C)c[nH]c(=O)n1 ,-1.458,-0.257
Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,-7.92,-6.785
c1c(NC(=O)c2ccccc2(I))cccc1,-4.21,-4.245
Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,-3.685,-1.865
Fc1ccccc1Br,-2.7,-3.467
Oc1ccc(Cl)cc1Cl,-1.55,-3.22
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,-6.291,-7.129
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,-4.16,-3.473
O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.907,-3.128
C1CCCC1,-2.64,-2.038
Cc1ccccc1N,-2.21,-1.922
c1(OC)ccc(CC=C)cc1,-2.92,-3.074
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,-2.93,-2.655
CC(C)C=C,-2.73,-1.994
Oc1ccccn1,1.02,-1.655
CC,-1.36,-1.132
Clc1ccccc1Cl,-3.05,-3.482
Sc2nc1ccccc1s2 ,-3.18,-3.411
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,-11.6,-9.589
COc2c1occc1cc3ccc(=O)oc23 ,-3.664,-3.25
CC(=O)N,1.58,0.494
Cc1cccc2ccccc12,-3.7,-3.802
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,-3.57,-4.088
CC(O)C(C)(C)C,-0.62,-1.292
CCCC(=O)OCC,-1.36,-1.545
CC2=CC(=O)c1ccccc1C2=O ,-3.03,-2.667
c1ccc2c(c1)ccc3ccccc32,-5.26,-4.518
Cc1ccnc(C)c1,0.38,-2.098
CCCCCCCCCO,-3.01,-2.46
BrCBr,-1.17,-1.883
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.59,-3.4
Cc1ccc2cc(C)ccc2c1,-4.89,-4.147
CCSC(=O)N(CC(C)C)CC(C)C,-3.68,-3.453
O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,-2.22,-2.029
Nc1cccc(c1)N(=O)=O,-2.19,-1.936
CCCCCl,-2.03,-1.94
ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,-4.19,-3.715
Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,-4.445,-4.249
Nc3cc2c1ccccc1ccc2c4ccccc34 ,-6.2,-4.849
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,-3.955,-3.872
CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,-4.706,-4.227
CC1CO1,-0.59,-0.358
O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,-3.796,-3.473
CCNC(=S)NCC,-1.46,-1.028
Oc1cc(Cl)cc(Cl)c1Cl,-2.67,-3.78
CCCCC(=O)OC,-1.34,-1.545
Nc1ccccc1,-0.41,-1.632
Cc1cccc2c(C)cccc12,-4.679,-4.147
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,-2.63,-1.72
C1=Cc2cccc3cccc1c23,-3.96,-3.682
CCCCCOC(=O)CC,-1.28,-2.254
CCNc1nc(NC(C)C)nc(OC)n1,-2.084,-3.185
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,-8.699,-6.007
CCBr,-1.09,-1.529
CCC#CCC,-1.99,-1.933
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-5.293,-6.114
CCC(=C)C,-2.73,-1.994
Oc1cccc2cccnc12 ,-2.42,-2.725
C1CCc2ccccc2C1,-4.37,-3.447
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ,-2.9,-4.59
Brc1cc(Br)cc(Br)c1,-5.6,-5.27
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72,-5.247
Cc1cc(=O)[nH]c(=S)[nH]1,-2.436,-0.547
COc1cc(CC=C)ccc1O,-1.56,-2.675
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,-1.708,-1.706
c1cc2ccc3cccc4ccc(c1)c2c34,-6.176,-4.957
CCOC(C)OCC,-0.43,-0.899
CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.338,-3.077
CCCCOCCO,-0.42,-0.775
Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,-5.82,-5.098
CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,-4.402,-3.882
FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,-4.047,-4.749
c1ccc2ncccc2c1,-1.3,-2.663
COC(=O)c1cc(O)c(O)c(O)c1 ,-1.24,-1.913
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F ,-1.8,-2.418
Clc2ccc1oc(=O)[nH]c1c2,-2.831,-2.679
Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-7.92,-7.898
O=C1NC(=O)C(=O)C(=O)N1 ,-1.25,0.436
ClCCCCl,-1.62,-1.618
Fc1cccc(Br)c1,-2.67,-3.467
Clc1ccc(Br)cc1,-3.63,-3.928
CC(C)C(C)C,-3.65,-2.584
CCC=C,-1.94,-1.655
Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.68,-7.343
Nc1cc[nH]c(=O)n1 ,-1.155,0.051
FC(F)(Cl)C(F)(Cl)Cl,-3.04,-3.077
CCC#N,0.28,-0.269
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,-6.51,-6.008
COc1ccccc1N(=O)=O,-1.96,-2.346
CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,-4.12,-3.564
CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,-4.8,-3.464
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.018,-6.446
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,-3.38,-3.715
c1c(OC)c(OC)C2C(=O)OCC2c1,-1.899,-0.825
OCC(O)CO,1.12,0.688
COc1ccccc1O ,-1.96,-1.941
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl ,-5.67,-4.972
Cc1c2ccccc2cc3ccccc13,-5.89,-4.87
Cc1cc(=O)n(c2ccccc2)n1C,0.715,-1.733
CCCCOC,-0.99,-1.072
Cc2cnc1cncnc1n2,-0.854,-1.24
CCNc1nc(Cl)nc(NCC)n1 ,-4.55,-2.811
CN(C)C(=O)C,1.11,0.123
CSc1nc(nc(n1)N(C)C)N(C)C,-2.676,-2.689
C=C,-0.4,-0.815
CC(C)(C)CCO,-0.5,-1.365
O=C1NC(=O)NC(=O)C1(CC)CC=C,-1.614,-1.368
Oc1ccc(Cl)c(Cl)c1Cl,-2.67,-3.705
COc1ccccc1,-1.85,-2.368
c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,-4.53,-5.093
CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O ,-3.85,-3.066
COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,-4.16,-3.928
CCc1ccc(C)cc1,-3.11,-3.328
CC(C)SC(C)C,-2.24,-2.162
O=N(=O)c1cccc(c1)N(=O)=O,-2.29,-2.281
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54,-5.471
CCC1(C(C)C)C(=O)NC(=O)NC1=O ,-2.21,-1.603
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ,-4.21,-3.426
Cc1ncc(N(=O)=O)n1CCO,-1.22,-0.859
Nc1ccc(Cl)cc1,-1.66,-2.392
CCCC(C)(C)CO,-1.52,-1.719
c1ccoc1,-0.82,-1.837
COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928,-3.259
CN(C)C(=O)NC1CC2CC1C3CCCC23,-3.171,-2.47
CC(C)(C)c1ccccc1,-3.66,-3.554
CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-3.27,-2.645
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,-4.37,-3.507
CCCOC,-0.39,-0.718
CC(C)OC(=O)C,-0.55,-1.191
Brc1ccccc1,-2.55,-3.345
CCOC(=O)c1ccc(O)cc1,-2.35,-2.761
O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.071,-3.469
CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.37,-4.87
c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,-9.332,-6.885
O=c1[nH]cnc2[nH]ncc12 ,-2.266,-0.84
ClC=C,-1.75,-1.188
CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,-2.98,-3.147
BrC(Br)(Br)Br,-3.14,-4.063
CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,-4.871,-4.408
O=C1NC(=O)c2ccccc12 ,-2.61,-1.882
OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,-4.38,-4.108
COC(=O)c1ccccc1,-1.85,-2.462
Cn1ccc(=O)[nH]c1=O,-0.807,-0.375
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,-3.73,-3.739
Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,-6.47,-6.155
CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,-3.29,-2.184
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.8,-3.301
C1CC=CC1,-2.1,-1.72
C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),-1.99,0.919
CCCCCCCCC,-5.88,-3.678
Oc1ccccc1Cl,-1.06,-2.553
c1cccc2c3c(C)cc4ccccc4c3ccc12,-6.59,-5.931
CCOc1ccccc1,-2.33,-2.66
CCOC(=O)C=Cc1ccccc1,-3.0,-3.098
Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,-2.484,-3.033
Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,-3.499,-3.707
Cc1ccc(cc1)S(=O)(=O)N,-1.74,-1.815
CC(OC(=O)Nc1cccc(Cl)c1)C#C,-2.617,-3.629
CCCCCC(C)C,-5.08,-3.308
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.176,-6.905
CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,-3.538,-2.9
CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,-3.754,-4.05
CCC(O)C(C)C,-0.7,-1.308
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,-2.3,-3.283
CC1(C)C2CCC1(C)C(O)C2,-2.32,-2.423
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,-4.02,-3.659
CCCCCCC,-4.53,-2.97
Oc1cccc2ccccc12,-2.22,-3.08
C/C1CCCCC1\C,-4.3,-3.305
COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,-3.638,-3.958
C1Cc2c3c1cccc3cc4c2ccc5ccccc54,-7.85,-5.942
CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,-5.27,-4.593
CCCCCC(=O)C,-1.45,-1.554
COP(=O)(NC(C)=O)SC ,0.54,-0.416
CCCCSP(=O)(SCCCC)SCCCC,-5.14,-4.074
c1cC2C(=O)NC(=O)C2cc1,-2.932,-0.636
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,-2.68,-2.98
CC=C(C)C,-2.56,-1.994
Cc1ccc(C)c(C)c1,-3.31,-3.343
Oc1cc(Cl)c(Cl)cc1Cl,-2.21,-3.78
c1ccc2c(c1)cnc3ccccc23 ,-2.78,-3.713
CCCC(C)(O)CC,-0.98,-1.663
CCCCCCCC,-5.24,-3.324
c1ccc2cc3ccccc3cc2c1,-6.35,-4.518
NNc1ccccc1,0.07,-1.866
CCC=O,0.58,-0.394
C1CCCCCCC1,-4.15,-3.355
O=C1NC(=O)NC(=O)C1(CC=C)CC=C,-2.077,-1.471
ClC(Cl)Cl,-1.17,-1.812
Sc1nccc(=O)[nH]1 ,-2.273,-0.992
Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,-5.915,-5.126
CC1=CCCCC1,-3.27,-2.574
CCCCC(CC)C=O,-2.13,-2.232
COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,-3.021,-3.603
O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,-2.658,-2.312
c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,-8.0,-6.007
CCC(CC)C=O,-1.52,-1.523
CCCOCCC,-1.62,-1.426
CCCCCCCCCCCCCCO,-5.84,-4.231
Oc1c(Cl)ccc(Cl)c1Cl,-2.64,-3.572
NC(=O)N,0.96,0.832
CCCC#C,-1.64,-1.446
Brc1cccc(Br)c1,-3.54,-4.298
CCCCCCCCCCCCCCCCCCO,-8.4,-5.649
CC(=O)Nc1ccccc1,-1.33,-1.857
c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,-2.7,-1.795
c1nccc(C(=O)NN)c1,0.009,-0.717
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,-5.46,-4.156
CC(C)CCOC=O,-1.52,-1.449
CC(=O)c1ccccc1,-1.28,-2.078
c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ,-5.4,-4.903
CCOP(=O)(OCC)OCC,0.43,-0.953
CC2(C)C1CCC(C)(C1)C2=O,-1.85,-2.158
COc2cnc1cncnc1n2,-0.91,-1.589
ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,-5.64,-5.152
CC(C)N(=O)=O,-0.62,-0.743
c1ccc2c(c1)[nH]c3ccccc32,-5.27,-3.836
OCC(O)C(O)CO,0.7,0.675
CCCOC(=O)c1ccc(N)cc1,-2.452,-2.709
CNC(=O)C=C(C)OP(=O)(OC)OC,0.651,-0.949
O=C1CCC(=O)N1,0.3,0.282
CCC(C)C(C)C,-4.28,-2.938
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,-4.16,-3.493
CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,-4.634,-3.411
O2c1ccccc1N(CC)C(=O)c3ccccc23 ,-3.68,-3.784
C1CCOCC1,-0.03,-0.978
CCCCCC#C,-3.01,-2.155
c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,-4.314,-4.076
c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,-7.92,-6.311
CCOC(=O)c1ccccc1,-2.32,-2.775
ClCC(C)C,-2.0,-1.924
CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,-4.3,-4.317
CCCCCCCCCCCC(=O)OC,-4.69,-4.025
CCCSCCC,-2.58,-2.307
c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6,-5.568
CCCCCBr,-3.08,-2.658
CCCC/C=C/C,-3.82,-2.784
Cc1ncc(N(=O)=O)n1CCO ,-1.26,-0.859
CCCCCC1CCCC1,-6.08,-3.869
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-7.42,-7.261
O=C1NC(=O)NC(=O)C1(CC)C(C)C,-2.148,-1.603
CC(Cl)(Cl)Cl,-2.0,-2.232
CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57,-2.948
O=C2NC(=O)C1(CCCCC1)C(=O)N2,-3.06,-1.405
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,-0.85,-2.304
Cc1ccc(Br)cc1,-3.19,-3.667
CCOCC,-0.09,-0.718
CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,-4.376,-4.004
CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.53,-5.205
Cc1cc(C)c(O)c(C)c1,-2.05,-2.941
c1ccccc1,-1.64,-2.418
